,address,amenities,buildingSize,city,highlights,hoodMarket,listingDate,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,subType,transport,utilities,yearBuilt,yearRenovated,ceilingHeight,numDriveIns,numLoadingDocks,propInfo
957,6760 Rampart St,['Fenced Lot'],6300,Houston,,,2019-06-12,1.06,"Total SF: ± 6,300 SF
Office: ± 1,600 SF
Land: ± 0.35 Acres
Eave Height: ± 30´
Loading: Four (4) 12' x 20' Grade-Level Doors
Power: 3 Phase / 480 Volt
Year Built: 2005
Parking: Fenced and Gated with Eleven (11) Individual Parking Spaces
Access: Easily Accessible from Interstate 69, Interstate 610 and Westpark Tollway
Use: Great Location for Service or Automotive Retail Companies
 REDUCED RATE
Lease Rate: $6,700.00/Mo. (Gross)
Sale Price: $935,000.00",Industrial,6300,"Listed rate may not include certain utilities, building services and property expenses,Includes 1,600 SF of dedicated office space","Total SF: ± 6,300 SF
Office: ± 1,600 SF
Eave Height: ± 30´
Loading: Four (4) 12' x 20' Grade-Level Doors
Power: 3 Phase / 480 Volt
Year Built: 2005
Parking: Fenced and Gated with Eleven (11) Individual Parking Spaces
Access: Easily Accessible from Interstate 69, Interstate 610 and Westpark Tollway
Use: Great Location for Service or Automotive Retail Companies

Lease Rate: $8,000.00/Mo. (Gross)",1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [20.3, 34.0, 35.8], 'Houston George Bush Intercontinental Airport': [29.2, 35.0, 50.1], 'Ellington Field Airport': [30.2, 47.0, 38.6], 'Port of Houston': [19.2, 28.0, 41.1], 'INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX': [5.0, 11.0, 27.3]})","['Sewer', 'Heating', 'Lighting']",2005,2005,10,1,1,"
Total SF: ± 6,300 SF
Office: ± 1,600 SF
Eave Height: ± 30´
Loading: Four (4) 12' x 20' Grade-Level Doors
Power: 3 Phase / 480 Volt
Year Built: 2005
Parking: Fenced and Gated with Eleven (11) Individual Parking Spaces
Access: Easily Accessible from Interstate 69, Interstate 610 and Westpark Tollway
Use: Great Location for Service or Automotive Retail Companies

Lease Rate: $8,000.00/Mo. (Gross)
Listed rate may not include certain utilities, building services and property expenses,Includes 1,600 SF of dedicated office space
Total SF: ± 6,300 SF
Office: ± 1,600 SF
Land: ± 0.35 Acres
Eave Height: ± 30´
Loading: Four (4) 12' x 20' Grade-Level Doors
Power: 3 Phase / 480 Volt
Year Built: 2005
Parking: Fenced and Gated with Eleven (11) Individual Parking Spaces
Access: Easily Accessible from Interstate 69, Interstate 610 and Westpark Tollway
Use: Great Location for Service or Automotive Retail Companies
 REDUCED RATE
Lease Rate: $6,700.00/Mo. (Gross)
Sale Price: $935,000.00
"
958,16580 Air Center Blvd,None,103660,Houston,,,2019-02-05,0.45,,Industrial,31830,"Sublease space available from current tenant,Includes 5,800 SF of dedicated office space,Private Restrooms,Lease rate does not include certain property expenses,10 Loading Docks","SQUARE FOOTAGE
±31,830 SF Total
±5,800 SF Office Area
±7,800 SF Climate Controlled Assembly Area
SPACE FEATURES
Rear-Load; Dock High Building
(10) 10’ X 10’ Dock Doors
24’ Clear Height
Wet Sprinkler System
160’ Building Depth
40’ X 40’ Column Spacing
130’ Shared Truck Court
Foreign Trade Zone
Freeport Tax Exemption for Qualified Users
Deed Restricted Business Park",1,TX,Industrial,"defaultdict(None, {'Houston George Bush Intercontinental Airport': [5.6, 9.0, 37.3], 'William P. Hobby Airport': [29.6, 44.0, 40.4], 'Ellington Field Airport': [37.4, 54.0, 41.6], 'Port of Houston': [22.0, 30.0, 44.0], 'UNION PACIFIC BULK TAINER SERVICE-SPRING-TX': [10.0, 14.0, 42.9]})","['Heating', 'Gas', 'Sewer']",1998,1998,10,1,10,"
SQUARE FOOTAGE
±31,830 SF Total
±5,800 SF Office Area
±7,800 SF Climate Controlled Assembly Area
SPACE FEATURES
Rear-Load; Dock High Building
(10) 10’ X 10’ Dock Doors
24’ Clear Height
Wet Sprinkler System
160’ Building Depth
40’ X 40’ Column Spacing
130’ Shared Truck Court
Foreign Trade Zone
Freeport Tax Exemption for Qualified Users
Deed Restricted Business Park
Sublease space available from current tenant,Includes 5,800 SF of dedicated office space,Private Restrooms,Lease rate does not include certain property expenses,10 Loading Docks

"
959,12820 Industrial Rd,None,34787,Houston,,,2019-06-17,0.45,"Bldg 1: 10,000 SF (100x100) 2 overhead doors, 2 standard doors
Bldg 2: 4,500 Sf (75x60) 1 overhead door, 2 standard doors
Bldg 3: 20,250 SF (270x75) 9 overhead doors, 9 standard doors",Industrial,28137,"New space, never previously occupied,12 Drive Ins,Lease rate does not include utilities, property expenses or building services","Industrial Warehouse Space. Square Footage Available From 3,000 - 34,000. Very Close To Port Of Houston/Ship Channel.",1,TX,Industrial,"defaultdict(None, {})",[],1979,1979,10,12,1,"
Industrial Warehouse Space. Square Footage Available From 3,000 - 34,000. Very Close To Port Of Houston/Ship Channel.
New space, never previously occupied,12 Drive Ins,Lease rate does not include utilities, property expenses or building services
Bldg 1: 10,000 SF (100x100) 2 overhead doors, 2 standard doors
Bldg 2: 4,500 Sf (75x60) 1 overhead door, 2 standard doors
Bldg 3: 20,250 SF (270x75) 9 overhead doors, 9 standard doors
"
960,2810 Mowery Rd,"['Fenced Lot', 'Skylights']",42844,Houston,"Build To Suit Available,Outside storage with expansion capabilities,City of Houston utilities,Build To Suit Office,Fenced with controlled access,Its on 1.5 acres",,2019-03-25,0.4,"Located in Southwest Houston with close proximity to Beltway 8, 610, and the South Freeway.
Approx 28,344 SF warehouses and 14,500 Offices. Total 42,844 SF building on 4.2acres",Industrial,42844,"Lease rate does not include utilities, property expenses or building services,Includes 14,500 SF of dedicated office space",,1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [10.6, 25.0, 25.4], 'Ellington Field Airport': [23.3, 38.0, 36.8], 'Houston George Bush Intercontinental Airport': [28.9, 36.0, 48.2], 'Port of Houston': [14.2, 24.0, 35.5], 'GULF WINDS INTERNATIONAL, INC.-MYKAWA-TX': [8.4, 16.0, 31.5]})",[],1998,1998,10,1,1,"Build To Suit Available,Outside storage with expansion capabilities,City of Houston utilities,Build To Suit Office,Fenced with controlled access,Its on 1.5 acres

Lease rate does not include utilities, property expenses or building services,Includes 14,500 SF of dedicated office space
Located in Southwest Houston with close proximity to Beltway 8, 610, and the South Freeway.
Approx 28,344 SF warehouses and 14,500 Offices. Total 42,844 SF building on 4.2acres
"
961,3831 Pinemont Dr,['Fenced Lot'],12675,Houston,,,2019-06-24,0.6,Land next door is also available.,Industrial,12675,"Lease rate does not include utilities, property expenses or building services,Central Air and Heating,Kitchen,Space is in Excellent Condition,Partitioned Offices,Plug & Play",Please do not Disturb Tenants,1,TX,Industrial,"defaultdict(None, {'Houston George Bush Intercontinental Airport': [16.6, 24.0, 41.5], 'William P. Hobby Airport': [22.4, 36.0, 37.3], 'Ellington Field Airport': [32.2, 49.0, 39.4], 'Port of Houston': [17.7, 24.0, 44.2], 'ADAMS DISTRIBUTION CENTER, INC.-HOUSTON-TX': [4.0, 8.0, 30.0]})",[],1978,1978,10,1,1,"
Please do not Disturb Tenants
Lease rate does not include utilities, property expenses or building services,Central Air and Heating,Kitchen,Space is in Excellent Condition,Partitioned Offices,Plug & Play
Land next door is also available.
"
962,4104 Dawn St,None,3000,Houston,"Brand New stand alone modern office warehouse building,2,500 Sf of warehouse area is completely sheetrocked and insulated,12 Parkings in a power gated lot,Located close to the medical center, 610, beltway and 290,500 Sf of office space that prewired for your network and phone system,quiet dead end st with all brand new build out",,2019-06-28,1.67,"Brand New Stand alone property that features a 2019 office warehouse of 3,000sf divided into 500sf of offices and 2,500sf of insulated and sheet rocked warehouse. 
This property is gated and has a power sliding gate as well as 10-14 parking's, Additionally it features brand new Air Condition unit, Floors, Walls, Ceiling tiles, Lights, Stucco, Roof, Insulation and completely painted. 
This office warehouse already been networked for your internet, phone system, network and camera system.
Feel free to call to schedule a showing, realtors are welcome.
Taking offers for Lease or Sell - We have 2 brand new buildings coming...",Industrial,3000,"New space, never previously occupied,Includes 500 SF of dedicated office space,Rate includes utilities, building services and property expenses","Brand New Stand alone property that features a 2019 office warehouse of 3,000sf divided into 500sf of offices and 2,500sf of insulated and sheet rocked warehouse. This property is gated and has a power sliding gate as well as 10-14 parking's. Additionally it features brand new Air Condition unit, Floors, Walls, Ceiling tiles, Lights, Stucco, Roof, Insulation and completely painted. This office warehouse already been networked for your internet, phone system, network and camera system.

Feel free to call to schedule a showing, realtors are welcome.
Taking offers for Lease or Sell - We have 2 buildings coming...",1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [15.1, 30.0, 30.2], 'Ellington Field Airport': [25.9, 44.0, 35.3], 'Houston George Bush Intercontinental Airport': [28.9, 38.0, 45.6], 'Port of Houston': [15.0, 24.0, 37.5], 'INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX': [8.0, 14.0, 34.3]})",[],2020,2020,10,1,1,"Brand New stand alone modern office warehouse building,2,500 Sf of warehouse area is completely sheetrocked and insulated,12 Parkings in a power gated lot,Located close to the medical center, 610, beltway and 290,500 Sf of office space that prewired for your network and phone system,quiet dead end st with all brand new build out
Brand New Stand alone property that features a 2019 office warehouse of 3,000sf divided into 500sf of offices and 2,500sf of insulated and sheet rocked warehouse. This property is gated and has a power sliding gate as well as 10-14 parking's. Additionally it features brand new Air Condition unit, Floors, Walls, Ceiling tiles, Lights, Stucco, Roof, Insulation and completely painted. This office warehouse already been networked for your internet, phone system, network and camera system.

Feel free to call to schedule a showing, realtors are welcome.
Taking offers for Lease or Sell - We have 2 buildings coming...
New space, never previously occupied,Includes 500 SF of dedicated office space,Rate includes utilities, building services and property expenses
Brand New Stand alone property that features a 2019 office warehouse of 3,000sf divided into 500sf of offices and 2,500sf of insulated and sheet rocked warehouse. 
This property is gated and has a power sliding gate as well as 10-14 parking's, Additionally it features brand new Air Condition unit, Floors, Walls, Ceiling tiles, Lights, Stucco, Roof, Insulation and completely painted. 
This office warehouse already been networked for your internet, phone system, network and camera system.
Feel free to call to schedule a showing, realtors are welcome.
Taking offers for Lease or Sell - We have 2 brand new buildings coming...
"
963,6510 Bourgeois Rd,"['Fenced Lot', 'Signage']",114450,Houston,Three Access Points to the Property,,2019-06-04,0.575,"20’-38’ Clear Height
17 Overhead Doors
Two 40 Ton Cranes
Two 10 Ton Cranes
Paint & Blast Booth: 400A
Fab Shop: 1200A
Powder Coating & Main: 1200A",Industrial,114450,"Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 114,450 SF of adjacent space,2 Drive Ins,Lease rate does not include utilities, property expenses or building services,11 Drive Ins,Includes 5,000 SF of dedicated office space,Can be combined with additional space(s) for up to 114,450 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,11 Drive Ins,Includes 10,000 SF of dedicated office space,Can be combined with additional space(s) for up to 114,450 SF of adjacent space","Three buildings totaling 114,450 SF Available
–– 1 14,450 s.f. total
–– ±10,000 s.f. office
–– ±13.27 acres
–– ±6 acres of concrete/stabilized yard
––CRANE SERVED: (2) 40-ton and (2) 10-ton
––Heavy power
––Lease rates:
    - All 3 buildings: +114,000 s.f.: $0.49/s.f. NNN
    - Building 1: +64,000 s.f.: $0.45/s.f. NNN
    - Buildings 2 & 3: +50,000 s.f.: $0.70/s.f. NNN

––Call broker for sales pricing,Three buildings totaling 114,450 SF Available
–– 1 14,450 s.f. total
–– ±10,000 s.f. office
–– ±13.27 acres
–– ±6 acres of concrete/stabilized yard
––CRANE SERVED: (2) 40-ton and (2) 10-ton
––Heavy power
––Call broker for pricing,Three buildings totaling 114,450 SF Available
–– 1 14,450 s.f. total
–– ±10,000 s.f. office
–– ±13.27 acres
–– ±6 acres of concrete/stabilized yard
––CRANE SERVED: (2) 40-ton and (2) 10-ton
––Heavy power
––Call broker for pricing",3,TX,Industrial,"defaultdict(None, {'Houston George Bush Intercontinental Airport': [15.6, 21.0, 44.6], 'William P. Hobby Airport': [31.8, 47.0, 40.6], 'Port of Houston': [26.9, 37.0, 43.6], 'TENCON INDUSTRIES, INC.-HOUSTON-TX': [4.2, 9.0, 28.0]})",[],1985,1985,10,2,1,"Three Access Points to the Property
Three buildings totaling 114,450 SF Available
–– 1 14,450 s.f. total
–– ±10,000 s.f. office
–– ±13.27 acres
–– ±6 acres of concrete/stabilized yard
––CRANE SERVED: (2) 40-ton and (2) 10-ton
––Heavy power
––Lease rates:
    - All 3 buildings: +114,000 s.f.: $0.49/s.f. NNN
    - Building 1: +64,000 s.f.: $0.45/s.f. NNN
    - Buildings 2 & 3: +50,000 s.f.: $0.70/s.f. NNN

––Call broker for sales pricing,Three buildings totaling 114,450 SF Available
–– 1 14,450 s.f. total
–– ±10,000 s.f. office
–– ±13.27 acres
–– ±6 acres of concrete/stabilized yard
––CRANE SERVED: (2) 40-ton and (2) 10-ton
––Heavy power
––Call broker for pricing,Three buildings totaling 114,450 SF Available
–– 1 14,450 s.f. total
–– ±10,000 s.f. office
–– ±13.27 acres
–– ±6 acres of concrete/stabilized yard
––CRANE SERVED: (2) 40-ton and (2) 10-ton
––Heavy power
––Call broker for pricing
Lease rate does not include utilities, property expenses or building services,Can be combined with additional space(s) for up to 114,450 SF of adjacent space,2 Drive Ins,Lease rate does not include utilities, property expenses or building services,11 Drive Ins,Includes 5,000 SF of dedicated office space,Can be combined with additional space(s) for up to 114,450 SF of adjacent space,Lease rate does not include utilities, property expenses or building services,11 Drive Ins,Includes 10,000 SF of dedicated office space,Can be combined with additional space(s) for up to 114,450 SF of adjacent space
20’-38’ Clear Height
17 Overhead Doors
Two 40 Ton Cranes
Two 10 Ton Cranes
Paint & Blast Booth: 400A
Fab Shop: 1200A
Powder Coating & Main: 1200A
"
964,4741 World Houston Pky,None,56513,Houston,,,2018-12-03,0.53,,Industrial,28256,"Sublease space available from current tenant,Includes 4,470 SF of dedicated office space,Space is in Excellent Condition,Shower Facilities,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,8 Loading Docks","• 8 Dock High Doors
• 1 Drive In Ramp
• 24’ Clear Height
• 3 Phase/480 Volt
• Fully Sprinklered
• Ample Parking
• Located Near Bush IAH with Convenient Access to Beltway 8, 59, Hardy Toll Road and I-45
• Small Gym and Shower",1,TX,Industrial,"defaultdict(None, {'Houston George Bush Intercontinental Airport': [3.5, 6.0, 35.0], 'William P. Hobby Airport': [27.3, 41.0, 40.0], 'Ellington Field Airport': [33.2, 49.0, 40.7], 'Port of Houston': [20.5, 28.0, 43.9], 'THOMPSON CARGO SPECIALISTS, INC.-HOUSTON-TX': [10.6, 21.0, 30.3]})",[],2013,2013,10,1,8,"
• 8 Dock High Doors
• 1 Drive In Ramp
• 24’ Clear Height
• 3 Phase/480 Volt
• Fully Sprinklered
• Ample Parking
• Located Near Bush IAH with Convenient Access to Beltway 8, 59, Hardy Toll Road and I-45
• Small Gym and Shower
Sublease space available from current tenant,Includes 4,470 SF of dedicated office space,Space is in Excellent Condition,Shower Facilities,Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,8 Loading Docks

"
965,3701 Fannin St,None,18873,Houston,,,2018-12-20,1.08,Located at the corner of Fannin and Alabama Street.,Industrial,10000,"Lease rate does not include utilities, property expenses or building services,1 Drive In Bay",,1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [13.4, 25.0, 32.2], 'Houston George Bush Intercontinental Airport': [22.2, 27.0, 49.3], 'Ellington Field Airport': [23.2, 39.0, 35.7], 'Port of Houston': [12.3, 20.0, 36.9], 'GENERAL STEVEDORES, INC.-HOUSTON-TX': [4.5, 10.0, 27.0]})",[],1985,1985,10,1,1,"

Lease rate does not include utilities, property expenses or building services,1 Drive In Bay
Located at the corner of Fannin and Alabama Street.
"
966,1701 Massey Tompkins Rd,None,45910,Houston,,,2018-12-20,0.42,,Industrial,19162,"Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 1,233 SF of dedicated office space,4 Loading Docks",,1,TX,Industrial,"defaultdict(None, {'Ellington Field Airport': [21.9, 38.0, 34.6], 'William P. Hobby Airport': [29.0, 44.0, 39.5], 'Houston George Bush Intercontinental Airport': [36.6, 45.0, 48.8], 'Port of Houston': [26.0, 34.0, 45.9], 'UP-LAPORTE-TX': [10.9, 16.0, 40.9]})",[],1984,1984,10,1,4,"

Lease rate does not include utilities, property expenses or building services,1 Drive In Bay,Includes 1,233 SF of dedicated office space,4 Loading Docks

"
967,15049 Tallshadows Dr,None,4708,Houston,,,2019-10-07,0.7,,Industrial,1200,"Listed rate may not include certain utilities, building services and property expenses",,1,TX,Industrial,"defaultdict(None, {})",[],1980,1980,10,1,1,"

Listed rate may not include certain utilities, building services and property expenses

"
968,10700 Gulf Fwy,None,55775,Houston,,,2019-01-14,0.33,INDUSTRIAL SUBLEASE W/ OUTSIDE STORAGE,Industrial,55755,"Sublease space available from current tenant,Includes 5,000 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services",,1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [3.9, 13.0, 18.0], 'Ellington Field Airport': [10.6, 24.0, 26.5], 'Houston George Bush Intercontinental Airport': [31.8, 40.0, 47.7], 'Port of Houston': [9.6, 17.0, 33.9], 'BNSF-HOUSTON-TX': [4.3, 9.0, 28.7]})",[],1979,1979,10,1,1,"

Sublease space available from current tenant,Includes 5,000 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services
INDUSTRIAL SUBLEASE W/ OUTSIDE STORAGE
"
969,2600 W Mt Houston Rd,None,50000,Houston,,,2019-01-15,0.33,,Industrial,50000,"Sublease space available from current tenant,Includes 9,000 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services","•50,000 SF building
•±9,000 SF office
•Located on6AC
•(7) grade level doors
•14’-16’ clear height
•Fenced and secured outside storage
•46 parking spaces
•Separate truck and car entrance
•Multiple points of ingress/egress
•Sublease through 5/31/2021
•Rate: $0.56/SF/MO NNN",1,TX,Industrial,"defaultdict(None, {'Houston George Bush Intercontinental Airport': [13.4, 18.0, 44.7], 'William P. Hobby Airport': [25.5, 38.0, 40.3], 'Ellington Field Airport': [35.4, 51.0, 41.6], 'Port of Houston': [20.6, 27.0, 45.8], 'TENCON INDUSTRIES, INC.-HOUSTON-TX': [4.0, 8.0, 30.0]})",[],1990,1990,10,1,1,"
•50,000 SF building
•±9,000 SF office
•Located on6AC
•(7) grade level doors
•14’-16’ clear height
•Fenced and secured outside storage
•46 parking spaces
•Separate truck and car entrance
•Multiple points of ingress/egress
•Sublease through 5/31/2021
•Rate: $0.56/SF/MO NNN
Sublease space available from current tenant,Includes 9,000 SF of dedicated office space,Lease rate does not include utilities, property expenses or building services

"
970,14910 Henry Rd,['Fenced Lot'],30000,Houston,,,2019-01-18,0.87,"Property Features
• Office & Distribution-Warehouse with Surplus Paved Land
• Tilt-Wall Construction (1984)
• Dock-High & Grade Level Loading
• Dock Well with (2) Existing Dock-Levelers & Up to (6) Dock Loading Positions
• Two (2) Oversized Drive-in Doors
• 75’ X 30’ Warehouse Column Spacing / 20’ – 24’ Clear-Height
• ±19,000 SF of Ancillary Structures (Covered & Partially Enclosed)
• ±1.5 Acres of Net Useable Paved Yard Featuring 180 Car Parking Spots
• Additional ±10.74 Acres of Land Area Available Separately for Expansion
• ±8,100 SF of Concrete Mezzanine Storage Space with 7.5’ -11.5’ Clear Height
• Plumbed for Compressed Air Throughout Main & Ancillary Buildings
• Paint Booth & Separate Sand Blasting Booth
• 3 Phase, 480 Volt, 600+ Amp Electrical Service
• Located Within Unincorporated Harris County, Outside Houston City Limits
• Private Water-Well and Septic System
• Available for Immediate Occupancy",Industrial,30000,"Lease rate does not include utilities, property expenses or building services,Includes 7,500 SF of dedicated office space",,1,TX,Industrial,"defaultdict(None, {'Houston George Bush Intercontinental Airport': [8.0, 13.0, 36.9], 'William P. Hobby Airport': [25.8, 41.0, 37.8], 'Ellington Field Airport': [35.5, 53.0, 40.2], 'Port of Houston': [18.2, 27.0, 40.4], 'ADAMS DISTRIBUTION CENTER, INC.-HOUSTON-TX': [11.0, 17.0, 38.8]})",[],1984,1984,10,1,1,"

Lease rate does not include utilities, property expenses or building services,Includes 7,500 SF of dedicated office space
Property Features
• Office & Distribution-Warehouse with Surplus Paved Land
• Tilt-Wall Construction (1984)
• Dock-High & Grade Level Loading
• Dock Well with (2) Existing Dock-Levelers & Up to (6) Dock Loading Positions
• Two (2) Oversized Drive-in Doors
• 75’ X 30’ Warehouse Column Spacing / 20’ – 24’ Clear-Height
• ±19,000 SF of Ancillary Structures (Covered & Partially Enclosed)
• ±1.5 Acres of Net Useable Paved Yard Featuring 180 Car Parking Spots
• Additional ±10.74 Acres of Land Area Available Separately for Expansion
• ±8,100 SF of Concrete Mezzanine Storage Space with 7.5’ -11.5’ Clear Height
• Plumbed for Compressed Air Throughout Main & Ancillary Buildings
• Paint Booth & Separate Sand Blasting Booth
• 3 Phase, 480 Volt, 600+ Amp Electrical Service
• Located Within Unincorporated Harris County, Outside Houston City Limits
• Private Water-Well and Septic System
• Available for Immediate Occupancy
"
971,8909 Jackrabbit Rd,"['24 Hour Access', 'Fenced Lot', 'Property Manager on Site', 'Yard', 'Fluorescent Lighting']",82500,Houston,,,2020-03-04,1.315,"Heavy, Tall, New Crane Serviced, 1800 Amps of 600 VOLTS 3-Phase, 5,000 Amps of 480 VOLT 3-Phase Electric Power, Large Gated Property.  Lots of Concrete, Northwest Houston, Hwy 290 & FM 1960/Hwy 6
Also available:  Industrial Blasting & Coating Business and Facility,  6000 sq. ft. Building and Concrete Lay Down Yard, 2 Large Truck Paint Booths, Blast Booth and Wash Bay with Equipment",Industrial,29000,"Listed rate may not include certain utilities, building services and property expenses,Central Air Conditioning,Fully Built Out as Standard Office,Fully Carpeted,Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services","12,500 square feet of office space available at $12/SF/Yr,Heavy Crane Test Facility 
1 20 ton 
1 40 ton crane
45 hook height
3000 Amps Electric Power
1800 Amps of 600 Volts
3 Phase",3,TX,"Office, Industrial","defaultdict(None, {'Houston George Bush Intercontinental Airport': [21.7, 30.0, 43.4], 'William P. Hobby Airport': [34.5, 50.0, 41.4], 'Port of Houston': [29.7, 39.0, 45.7], 'TENCON INDUSTRIES, INC.-HOUSTON-TX': [10.0, 18.0, 33.3]})","['Septic', 'Gas', 'Lighting', 'Sewer', 'Well']",1975,1975,10,1,1,"
12,500 square feet of office space available at $12/SF/Yr,Heavy Crane Test Facility 
1 20 ton 
1 40 ton crane
45 hook height
3000 Amps Electric Power
1800 Amps of 600 Volts
3 Phase
Listed rate may not include certain utilities, building services and property expenses,Central Air Conditioning,Fully Built Out as Standard Office,Fully Carpeted,Lease rate does not include utilities, property expenses or building services,Space is in Excellent Condition,Lease rate does not include utilities, property expenses or building services
Heavy, Tall, New Crane Serviced, 1800 Amps of 600 VOLTS 3-Phase, 5,000 Amps of 480 VOLT 3-Phase Electric Power, Large Gated Property.  Lots of Concrete, Northwest Houston, Hwy 290 & FM 1960/Hwy 6
Also available:  Industrial Blasting & Coating Business and Facility,  6000 sq. ft. Building and Concrete Lay Down Yard, 2 Large Truck Paint Booths, Blast Booth and Wash Bay with Equipment
"
972,4803 W Fuqua St,['24 Hour Access'],5700,Houston,"located on main street,lands available in back and front for car lot,developing area",,2019-02-01,1.0,"Unit C available ( unit D already leased )  .  . Leasing at $1400/month ( including tax, insurance and CAM) tenant just needs to pay utility on top of the rent . price is negotiable for long term contract or well established tenant . 
For Questions Please Call Reza @ (832 ) 657-3310",Industrial,1350,Listed lease rate plus proportional share of utilities,,1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [16.1, 27.0, 35.8], 'Ellington Field Airport': [24.9, 38.0, 39.3], 'Houston George Bush Intercontinental Airport': [33.2, 42.0, 47.4], 'Port of Houston': [18.3, 29.0, 37.9], 'GULF WINDS INTERNATIONAL, INC.-MYKAWA-TX': [12.5, 21.0, 35.7]})","['Sewer', 'Heating', 'Lighting']",2013,2013,10,1,1,"located on main street,lands available in back and front for car lot,developing area

Listed lease rate plus proportional share of utilities
Unit C available ( unit D already leased )  .  . Leasing at $1400/month ( including tax, insurance and CAM) tenant just needs to pay utility on top of the rent . price is negotiable for long term contract or well established tenant . 
For Questions Please Call Reza @ (832 ) 657-3310
"
973,1731.5 Westheimer Rd,None,11600,Houston,,,2019-01-04,1.0,"Hard to Find Montrose/Museum District Warehouse For Lease
Freestanding 11,600 sf Bldg
20 Parking Spaces or 10,000 sf outdoor staging area
Three Roll Up Doors
Ideal for Car/Boat/Furniture Storage
Super Convenient - Westheimer Rd. off Shepherd Dr.
1930’s Bldg - Cool Architectural Features
$1.00 psf/mo",Industrial,11600,"Lease rate does not include utilities, property expenses or building services",,1,TX,Industrial,"defaultdict(None, {'William P. Hobby Airport': [15.5, 28.0, 33.2], 'Houston George Bush Intercontinental Airport': [22.9, 30.0, 45.8], 'Ellington Field Airport': [25.4, 41.0, 37.2], 'Port of Houston': [13.1, 21.0, 37.4], 'INTERCONTINENTAL TERMINALS CO.-HOUSTON-TX': [3.4, 8.0, 25.5]})",[],2000,2000,10,1,1,"

Lease rate does not include utilities, property expenses or building services
Hard to Find Montrose/Museum District Warehouse For Lease
Freestanding 11,600 sf Bldg
20 Parking Spaces or 10,000 sf outdoor staging area
Three Roll Up Doors
Ideal for Car/Boat/Furniture Storage
Super Convenient - Westheimer Rd. off Shepherd Dr.
1930’s Bldg - Cool Architectural Features
$1.00 psf/mo
"
